28.547849327122083, 77.18547408152011
28.547569432273118, 77.18540361424913
28.547184575641204, 77.18526880729596
28.546474067375097, 77.18578352474901
28.54706615791297, 77.18683747001931
28.54754790185254, 77.18691406487791
28.547701480902056, 77.18789370242858
28.547809361732924, 77.1879229434959
28.547827892092883, 77.18814383795973
28.547587471845723, 77.18843858791998
28.547376846816054, 77.18847133791552
28.546541534640113, 77.18827015937028
28.54640077412586, 77.18820699866508
28.546146102133342, 77.187772322349
28.54362936351359, 77.18968837981191
28.543688268394245, 77.18960858409334
28.545722217546107, 77.18766991784274
28.54593528727583, 77.18716531470751
28.547786312437136, 77.18686428536935
28.548039327740575, 77.18578794306121
28.548486383366377, 77.18571647566463
28.54876032289122, 77.18606948129263
28.549332930302814, 77.18470726939475
